status,report,source,chars
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144960-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-87-body-T-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_87_body_THE_MOST_CHERISHED_OBJECTS_IN_.md",12304
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144961-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-88-biblio-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_88_bibliography_NOTES.md",8844
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144962-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-89-body-T-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_89_body_THE_HISTORY_OF_CRAFT_Paul_Gree.md",11035
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144963-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-90-biblio-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_90_bibliography_NOTES.md",8473
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144964-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-91-body-F-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_91_body_FAITH,_FORM_AND_FINISH__SHAKER.md",11234
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144965-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-92-biblio-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_92_bibliography_NOTES___GUIDE_TO_FURTHER_READI.md",9289
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144966-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-93-body-S-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_93_body_SECTION_9___Gender_and_Design.md",7299
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144967-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-94-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_94_preface_INTRODUCTION.md",7015
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144968-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-95-body-R-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_95_body_Rebecca_Houze___FORM_female_FO.md",10603
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144969-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-96-biblio-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_96_bibliography_NOTES.md",8815
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144970-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-97-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_97_preface_THE_ARCHITECT'S_WIFE,_INTRODUC.md",7584
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0699-Design-Ontological-Question-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/01-DESIGN AS AN ONTOLOGICAL QUESTIONTony Fry.md,10488
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0700-Existential-Self-Locus-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/02-CHAPTER 9THE EXISTENTIAL SELF AS THE LOCUS.md,10584
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0701-Precariousness-Grievability-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/03-PRECARIOUSNESS AND GRIEVABILITYJudith Butler.md,8859
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0702-Ethics-in-the-Making-report.md,"00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/04-ETHICS IN THE MAKINGBodil Jonsson, Peter Anderberg, Eva Flod.md",10047
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0703-Coloniality-Knowledge-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/05-WHAT IS COLONIALITY OF KNOWLEDGEMadina V. Tlostanova.md,10968
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0704-Force-Form-Genre-report.md,"00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/06-CHAPTER 20THE FORCE OF FORM, THE EFFECT OF GENRE.md",10855
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0705-Understanding-Ontology-Thrownness-report.md,"00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/07-CHAPTFER24UNDERSTANDING, ONTOLOGY, THROWNNESS.md",10842
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0706-Question-Concerning-Technology-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/08-THE QUESTION CONCERNING TECHNOLOGYMartin Heidegger.md,10709
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0707-Plato-Effect-Architecture-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/09-THE PLATO EFFECT IN ARCHITECTUREChristopher N. Henry.md,10659
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0708-Cosmoecological-Sheep-Arts-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/10-CHAPTER 41COSMOECOLOGICAL SHEEP AND THE ARTS.md,9062
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0709-Outing-AI-Turing-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/11-CHAPTER42OUTING ARTIFICIAL INTELLIGENCERECKONING WITH TURING.md,10783
rewritten,00-books-result/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/B0710-Design-Philosophy-Reader-full-report.md,00-books/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis/The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis.md,10643
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0711-Editors-Biographies-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/01-EDITORS' BIOGRAPHIES.md",7964
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0712-Authors-Biographies-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/02-AUTHORS' BIOGRAPHIES.md",8050
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0713-General-Introduction-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/03-GENERAL INTRODUCTION.md",8249
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0714-Introduction-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/30-INTRODUCTION.md",8250
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0717-Scenario-for-Design-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/07-A SCENARIO FOR DESIGN.md",12458
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0721-Things-That-Matter-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/11-THE THINGS THAT MATTER.md",10384
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0724-Further-Reading-Part-I-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/14-FURTHER READING FOR PART I.md",8217
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0726-Connection-Machine-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/19-THE DESIGN OF THE CONNECTION MACHINE.md",10781
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0727-Accidental-Machines-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/20-ACCIDENTAL MACHINES THE IMPACT OF POPULARPARTICIPATION IN CO.md",8809
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0729-Further-Reading-Part-II-Section-1-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/22-FURTHER READING FOR PART II, SECTION 1.md",7722
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0730-Design-Process-Social-Milieu-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/32-DESIGN, ENVIRONMENT AND SOCIAL QUALITYFROM EXISTENZMINIMUM T.md",11127
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0733-Visibility-in-Progress-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/26-VISIBILITY IN PROGRESS.md",8699
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0735-Fourth-Order-Design-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/28-FOURTH-ORDER DESIGN A PRACTICALPERSPECTIVE.md",12797
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0736-Further-Reading-Part-II-Section-2-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/22-FURTHER READING FOR PART II, SECTION 1.md",7722
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0740-Ecological-Design-Critique-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/35-ECOLOGICAL DESIGN A NEW CRITIQUE.md",9704
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0741-Ethics-Aesthetics-Design-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/37-ETHICS, AESTHETICS, AND DESIGN.md",11143
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0742-Further-Reading-Part-II-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/14-FURTHER READING FOR PART I.md",8219
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44140893-ECOLOGICAL-DESIGN-A-NEW-CRITIQUE-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/35-ECOLOGICAL DESIGN A NEW CRITIQUE.md",9724
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44140894-ETHICS-AESTHETICS-AND-DESIGN-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/37-ETHICS, AESTHETICS, AND DESIGN.md",11159
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44140895-FURTHER-READING-FOR-PART-II-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/38-FURTHER READING FOR PART II.md",7971
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44140896-GENERAL-BIBLIOGRAPHY-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/39-GENERAL BIBLIOGRAPHY.md",8024
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44144971-BRANZI-S-DILEMMA-DESIGN-INCONTEMPORARY-CULTURE-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/05-BRANZI'S DILEMMA DESIGN INCONTEMPORARY CULTURE.md",10622
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44144972-THORSTEIN-VEBLEN-AT-THE-UNIVERSITY-OF-CHICAGOAND-THE-SOCIALI-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/09-THORSTEIN VEBLEN AT THE UNIVERSITY OF CHICAGOAND THE SOCIALI.md",10589
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44144973-THE-ARTS-OF-WAR-VISUAL-PRESENTATION-AND-NATIONAL-INTELLIGEN-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/17-THE ARTS OF WAR “VISUAL PRESENTATION”AND NATIONAL INTELLIGEN.md",12836
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44144974-THIS-IS-MY-BRAIN-BOOK-DAY-TIMERS-ANDEXPEDIENT-DESIGN1-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/18-“THIS IS MY BRAIN BOOK” DAY-TIMERS ANDEXPEDIENT DESIGN1.md",9370
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44144975-HISTORY-FROM-THINGS-NOTES-ON-THEHISTORY-OF-INDUSTRIAL-DESIGN-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/24-HISTORY FROM THINGS NOTES ON THEHISTORY OF INDUSTRIAL DESIGN.md",9550
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44144976-IT-S-A-NICE-WORLD-AFTER-ALL-THE-VISION-OF-DIFFERENCE-IN-COLO-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/31-IT'S A NICE WORLD AFTER ALL THE VISION OF“DIFFERENCE”IN COLO.md",11899
rewritten,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B44144977-VALUES-IN-DESIGN-EXISTENZMINIMUM-MAXIMUM-QUALITY-AND-OPTI-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/33-VALUES IN DESIGN EXISTENZMINIMUM,“MAXIMUM QUALITY,” AND“OPTI.md",11027
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0746-Contents-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/03-CONTENTS.md",8100
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0747-Power-of-Design-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/04-INTRODUCTIONThe Power of Design.md",7902
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0748-Acknowledgments-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/05-ACKNOWLEDGMENTS.md",8107
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0749-Here-Today-Gone-Tomorrow-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/06-Here Today, Gone Tomorrow.md",9290
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0750-Designing-Safer-Future-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/07-Designing for a Safer Future.md",10533
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0752-Sensing-a-Dwelling-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/09-Sensing a Dwelling.md",10155
skipped_manual_p3,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0753-Biotechnology-Communities-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/10-The Biotechnology of Communities.md",2186
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0754-Vernacular-Architecture-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/11-The Lessons of Vernacular Architecture.md",11016
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0756-Sharing-Not-Buying-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/13-Sharing not Buying.md",10479
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0758-Chapter-11-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/15-CHAPTER 11.md",9348
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B0759-New-Aesthetic-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/16-The New Aesthetic Making the Future Work.md",9371
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B44144978-MOR1-1NTY-FE-LESARYGREENIMPERATIVE-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/01-MOR1 1NTY FE LESARYGREENIMPERATIVE.md",5617
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B44144979-THE-GREENIMPERATIVE-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/02-THE GREENIMPERATIVE.md",8126
rewritten,"00-books-result/The green imperative _ natural design for the real world -- Papanek, Victor J --/B44144980-The-green-imperative-natural-design-for-the-real-world-Papanek-Victor-J-report.md","00-books/The green imperative _ natural design for the real world -- Papanek, Victor J --/The green imperative _ natural design for the real world -- Papanek, Victor J --.md",9806
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0761-Printed-Image-title-01-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/01-THE PRINTED IMAGEAND THETRANSFORMATIONOF POPULAR CULTURE1790.md",5671
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0762-Printed-Image-title-02-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/02-The Printed Imageand the Transformationof Popular Culture179.md",7046
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0763-Printed-Image-title-03-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/03-The Printed Imageand the Transformationof Popular Culture179.md",8322
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0764-Illustrations-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/04-Illustrations.md",8112
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0765-Introduction-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/05-Introduction.md",9349
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0767-Trial-and-Execution-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/07-The Trial and Execution of.md",9148
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0768-Pilgrims-Progress-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/08-THRPILGRIM's PROGRESS..md",9465
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0770-New-Printed-Image-Penny-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/10-The New Printed ImageThe Penny Magazine and the MassCirculat.md",8781
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0771-Penny-Magazine-01-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/11-THE PENNY MAGAZINE.md",8943
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0772-Penny-Magazine-02-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/12-THE PENNY MAGAZINE.md",8235
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0773-Penny-Magazine-03-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/13-THE PENNY MAGAZINE.md",6633
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0774-Penny-Magazine-04-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/14-THE PENNY MAGAZINE.md",8018
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0775-Monthly-Supplement-Penny-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/15-Monthly Supplement ofTHE PENNY MAGAZINE.md",8426
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0777-Reynolds-Miscellany-01-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",8401
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0778-Reynolds-Miscellany-02-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",8401
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0779-Reynolds-Miscellany-03-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",8401
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0780-London-Journal-01-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/26-LONDON JOURNAL.md",8322
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0784-Reynolds-Miscellany-04-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",8401
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0785-London-Journal-02-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/26-LONDON JOURNAL.md",8322
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0787-London-Journal-03-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/26-LONDON JOURNAL.md",8322
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0789-Penny-Magazine-05-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/30-THE PENNY MAGAZINE.md",7606
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0790-Transformation-Popular-Culture-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson.md",12179
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0791-Varney-the-Vampyre-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/32-VARNEY;.THE VAMPYRE;.md",7861
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0792-Jack-Sheppard-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/33-JACK SHEPPARD.md",8243
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0794-England-Going-Down-Hill-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/35-England's going down the Hill..md",8695
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0796-Select-Bibliography-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/37-Select Bibliography.md",9329
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144981-Mcchanic-s-Fagazine-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/09-Mcchanic's Fagazine..md",7975
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144982-REYNOLDS-S-MISCELLANY-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/20-REYNOLDS'S MISCELLANY.md",7617
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144983-LONDONJOURNAL-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/21-LONDONJOURNAL.md",7805
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144984-SMILES-AND-TEARSA-Tale-of-onr-oton-Times-BY-J-F-SMITH-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/22-SMILES AND TEARSA Tale of onr oton Times.BY J. F. SMITH,.md",8737
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144985-30-Reproduction-of-a-painting-by-R-McInnes-Reynolds-sMisc-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/23-30. Reproduction of a painting by R. McInnes, Reynolds'sMisc.md",9236
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144986-31-The-Grandfather-s-Watch-by-W-Goodall-Cassell-s-Paper-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/24-31. The Grandfather's Watch, by W. Goodall, Cassell's Paper,.md",8880
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144987-LONDON-JOURNAL-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/28-LONDON JOURNAL;.md",8513
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144988-The-Printed-Image-and-the-MassThe-Illustrated-Magazines-andt-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/29-The Printed Image and the MassThe Illustrated Magazines andt.md",9790
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144989-LibaaryServces-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/38-LibaaryServces.md",8053
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144990-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_01_preface_THE_PRINTED_IMAGEAND_THETRANSF.md",9995
