status,report,source,chars
rewritten,00-books-result/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/B44134301-Chapter-3-Decolonizing-Design-Means-Dismantling-the-Racist-Bias-report.md,00-books/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/05-Chapter 3 Decolonizing Design Means Dismantling the Racist Bias in the European.md,9234
rewritten,00-books-result/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/B44134302-Chapter-4-Decolonizing-Design-Means-Making-Amends-through-More-t-report.md,"00-books/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/06-Chapter 4 Decolonizing Design Means Making Amends through More than Diversity, E.md",9210
rewritten,00-books-result/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/B44134303-Chapter-5-Decolonizing-Design-Means-Reprioritizing-Existing-Reso-report.md,00-books/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/07-Chapter 5 Decolonizing Design Means Reprioritizing Existing Resources to Decolon.md,9161
rewritten,00-books-result/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/B44134304-List-of-All-the-Key-Takeaways-report.md,00-books/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/08-List of All the Key Takeaways.md,8665
rewritten,00-books-result/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/B44134305-Acknowledgments-report.md,00-books/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/09-Acknowledgments.md,8115
rewritten,00-books-result/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/B44134306-Notes-report.md,00-books/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/10-Notes.md,8013
rewritten,00-books-result/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/B44134307-Index-report.md,00-books/Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》/11-Index.md,8006
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134308-Creativity-and-Cultural-ImprovisationAn-IntroductionTim-Ingo-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/01-Creativity and Cultural ImprovisationAn IntroductionTim Ingo.md",8059
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134309-Improvisation-and-the-Art-of-MakingThings-StickKarin-Barber-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/02-Improvisation and the Art of MakingThings StickKarin Barber.md",9113
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134310-Structure-Innovation-and-Agency-in-PatternConstruction-The-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/03-Structure, Innovation and Agency in PatternConstruction The.md",8477
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134311-Creating-or-Performing-WordsObservations-on-ContemporaryJapa-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/04-Creating or Performing WordsObservations on ContemporaryJapa.md",9004
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134312-Creativity-Subjectivity-and-the-Dynamic-ofPossessive-Indivi-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/05-Creativity, Subjectivity and the Dynamic ofPossessive Indivi.md",8611
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134313-IntroductionMelissa-Demian-and-Sari-Wastell-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/06-IntroductionMelissa Demian and Sari Wastell.md",8541
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134314-Locating-AuthorshipCreativity-and-Borrowing-in-the-Writingof-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/07-Locating AuthorshipCreativity and Borrowing in the Writingof.md",8853
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134315-Revolution-as-a-Convention-Rebellion-andPolitical-Change-in-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/08-Revolution as a Convention Rebellion andPolitical Change in.md",8522
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134316-You-knit-me-together-in-my-mother-s-womb-English-Baptists-an-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/09-You knit me together in my mother's womb'English Baptists an.md",8612
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134317-Performing-the-World-Agency-Anticipation-and-CreativityKirst-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/10-Performing the World Agency,Anticipation and CreativityKirst.md",8527
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134318-Tradition-and-the-individual-talent-T-S-Eliot-for-Anthropo-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/11-‘Tradition and the individual talent'T.S. Eliot for Anthropo.md",8754
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134319-Back-to-the-Future-Temporality-Narrative-and-the-Ageing-Self-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/12-Back to the Future Temporality,Narrative and the Ageing Self.md",9211
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134320-From-Documenting-Culture-to-Experimentingwith-Cultural-Pheno-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/13-From Documenting Culture to Experimentingwith Cultural Pheno.md",9082
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134321-Creativity-in-Advertising-Fiction-andEthnographyRobey-Calla-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/14-Creativity in Advertising, Fiction andEthnographyRobey Calla.md",8589
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134322-Re-constructing-the-Field-through-SoundActor-networks-Ethn-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/15-(Re)constructing the Field through SoundActor-networks, Ethn.md",8776
rewritten,"00-books-result/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/B44134323-A-World-Without-AnthropologyClara-Mafra-report.md","00-books/Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》/16-A World Without AnthropologyClara Mafra.md",8449
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134324-Cultures-of-Consumption-Series-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/01-Cultures of Consumption Series.md",6902
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134325-The-Design-ofEveryday-Life-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/02-The Design ofEveryday Life.md",8312
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134326-CHAPTER-I-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/03-CHAPTER I.md",8404
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134327-Having-and-Doing-the-Case-of-the-Restless-Kitchen-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/04-Having and Doing the Case of the'Restless Kitchen'.md",8534
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134328-Consumption-and-Competence-DIY-Projects-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/05-Consumption and Competence DIY Projects.md",8475
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134329-Reproducing-Digital-Photography-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/06-Reproducing Digital Photography.md",8947
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134330-The-Materials-of-Material-Culture-Plastic-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/07-The Materials of Material Culture Plastic.md",8466
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134331-Theories-and-Practices-of-Product-Design-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/08-Theories and Practices of Product Design.md",8645
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134332-CHAPTER-7-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/09-CHAPTER 7.md",7839
rewritten,"00-books-result/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/B44134333-Notes-report.md","00-books/Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007/10-Notes.md",7838
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134334-Adorned-inDreams-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/01-Adorned inDreams.md,7939
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134335-Introduction-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/02-Introduction.md,7865
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134336-The-History-of-Fashion-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/03-The History of Fashion.md,8118
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134337-Explaining-It-Away-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/04-Explaining It Away.md,8076
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134338-The-Fashion-Industry-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/05-The Fashion Industry.md,8125
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134339-Fashion-and-Eroticism-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/06-Fashion and Eroticism.md,7846
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134340-IZOD-S-PATENT-CORSETS-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/07-IZOD'S PATENT CORSETS..md,8162
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134341-SCULPTURE-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/08-SCULPTURE.md,7852
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134342-Gender-and-Identity-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/09-Gender and Identity.md,8027
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134343-Fashion-and-City-Life-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/10-Fashion and City Life.md,8017
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134344-Fashion-and-Popular-Culture-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/11-Fashion and Popular Culture.md,8111
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134345-Oppositional-Dress-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/12-Oppositional Dress.md,8441
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134346-Utopian-Dress-andDress-Reform-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/13-Utopian Dress andDress Reform.md,8018
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134347-Feminism-and-Fashion-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/14-Feminism and Fashion.md,8034
rewritten,00-books-result/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/B44134348-Changing-TimesAltered-States-report.md,00-books/Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》/15-Changing TimesAltered States.md,7966
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134349-DESIGN-WRITING-RESEARCH-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/01-DESIGN WRITING RESEARCH.md",4564
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134350-Digitized-by-the-Internet-Archivein-2020-with-funding-fromKa-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/02-Digitized by the Internet Archivein 2020 with funding fromKa.md",5627
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134351-DESIGN-WRITING-RESEARCH-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/03-DESIGN WRITING RESEARCH.md",8469
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134352-Non-Enguend-RensPUBLICKOCCURRENCES-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/04-Non Enguend RensPUBLICKOCCURRENCES.md",8369
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134353-Counting-Sheep-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/05-Counting Sheep.md",8629
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134354-Body-of-the-Book-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/06-Body of the Book.md",8297
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134355-AntiqueTTTITClarendonTTTIIT-LatinAntique-Tuscan7TTTTuscanTTT-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/07-AntiqueTTTITClarendonTTTIIT'LatinAntique Tuscan7TTTTuscanTTT.md",8544
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134356-f-LightPrimitive-Proces-ses-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/08-)f LightPrimitive Proces ses.md",7528
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134357-AaBbCcDdEeFfGgJjKkLIMmNnODead-HistoryAaBbCcDdEeFfGgHhliJjKkB-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/09-AaBbCcDdEeFfGgJjKkLIMmNnODead HistoryAaBbCcDdEeFfGgHhliJjKkB.md",8077
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134358-Language-of-Vision-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/10-Language of Vision.md",8445
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134359-Disciplines-of-Design-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/11-Disciplines of Design.md",8396
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134360-H-4-J-Ye-L-m-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/12-H 4 J Ye L m.md",8130
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134361-Esquvre-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/13-Esquvre.md",7271
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134362-McLuhanFiore-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/14-McLuhanFiore.md",8456
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134363-First-of-aseven-part-seriesBlack-History-Lost-Stolen-or-Stra-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/15-First of aseven-part seriesBlack History;Lost,Stolen or Stra.md",8156
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134364-White-on-Black-on-Gray-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/16-White on Black on Gray.md",8211
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134365-Black-Skin-White-Masks-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/17-Black Skin,White Masks.md",8259
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134366-Big-City-NEGRO-CUSTOMERS-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/18-Big City NEGRO CUSTOMERS.md",8303
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134367-We-couldn-t-do-aneffective-selling-jobin-Big-Gities-withoutE-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/19-We couldn't do aneffective selling jobin Big Gities withoutE.md",8503
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134368-If-these-kids-don-t-make-it-neither-do-we-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/20-If these kids don't make it, neither do we..md",8401
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134369-Pictures-for-Rent-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/21-Pictures for Rent.md",8513
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134370-Subliminal-Seduction-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/22-Subliminal Seduction.md",8569
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134371-NEWSLINE-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/23-NEWSLINE.md",7900
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134372-McPaper-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/24-McPaper.md",8619
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134373-NEWSLINE-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/25-NEWSLINE.md",8195
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134374-NEWSLINE-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/26-NEWSLINE.md",8138
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134375-Low-and-High-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/27-Low and High.md",8187
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134376-Graphic-Design-in-America-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/28-Graphic Design in America.md",7035
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134377-Yquo-Pu-Vtu-Iso-Hmi-Stsu-Λdo-ya-Iwu-Uto-Pqui-Gyu-Ktso-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/29-Yquo Pu Vtu Iso Hmi Stsu Λdo ya Iwu Uto Pqui Gyu Ktso.md",8886
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134378-The-Ad-Man-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/30-The Ad Man.md",8428
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134379-Women-as-Consumers-Women-as-Producers-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/31-Women as Consumers,Women as Producers.md",8082
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134380-LIEBIG-COMPANY-SUSEEXTRACTOF-BEEF-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/32-LIEBIG COMPANY'SUSEEXTRACTOF BEEF..md",8363
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134381-ABCD-a-129abedeJosef-Albers-stencil-1925-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/33-ABCD a 129abedeJosef Albers, stencil, 1925.md",8476
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134382-Representing-the-New-DealStylization-and-Documentation-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/34-Representing the New DealStylization and Documentation.md",8518
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134383-abcdefqhiκ-mnoρqrs-tuvwxyz-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/35-abcdefqhiκ!mnoρqrs tuvwxyz.md",8141
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134384-OIBM-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/36-OIBM.md",8134
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134385-Black-MarketsBlack-Power-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/37-Black MarketsBlack Power.md",8377
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134386-THE-NEwPrilMtivEs-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/38-THE NEwPrilMtivEs.md",8299
rewritten,"00-books-result/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/B44134387-WRITING-ON-GRAPHIC-DESIGN-report.md","00-books/Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996/39-WRITING ON GRAPHIC DESIGN.md",7551
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134388-SEX-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/01-SEX.md,8160
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134389-Everythingyour-heart-desires-in-a-swivel-top-cleaner-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/02-Everythingyour heart desires-in a swivel-top cleaner!.md,8367
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134390-LOVE-LEISURE-AND-report.md,"00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/03-LOVE,LEISURE,AND.md",8151
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134391-The-Voice-witha-Smile-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/04-The Voice witha Smile.md,8332
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134392-OFFICEPolitics-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/05-OFFICEPolitics.md,8596
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134393-Two-handsome-chairs-They-ll-become-the-backboneof-your-compa-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/06-Two handsome chairs.They'll become the backboneof your compa.md,9023
rewritten,00-books-result/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/B44134394-Ellen-Lupton-Mechanical-Brides-Women-and-Machines-from-Home-to-O-report.md,00-books/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》/Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》_01_preface_and_mokos_beautiful_taast___So.md,9653
