版本编号,文献编号,原版出版年份,所用版本年份,中文译本信息,不同译本差异,推荐使用版本,引用页码版本,备注
ED06273,B44136691,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/12-APPENDIX 1 AN EXPERT DESIGNER AT WORK.md
ED06274,B44136692,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/13-APPENDIX 2 IS DESIGN “SEARCHING” OR “LEARNING”.md
ED06275,B44136693,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/14-APPENDIX 3 MORE RESEARCH IS NEEDED.md
ED06276,B44136694,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/15-APPENDIX 4 INSPIRATION.md
ED06277,B44136695,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/16-REFERENCES.md
ED06278,B44136696,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/17-INDEX.md
ED06279,B44136697,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/01-WOOD TYPE.md"
ED06280,B44136698,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/02-CIM∩λIKIOY MERAλOY AIAACKAλOYY∩OMNHMAEIC TAC AEKAKATHTOPIACT.md"
ED06281,B44136699,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/03-ABCDEFGHHIIKLMINOPQ.md"
ED06282,B44136700,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/04-DESCRIPTIONDELAFÉTEdonnée.md"
ED06283,B44136701,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/05-ISISRHINOCERVS.md"
ED06284,B44136702,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/06-VEUVE DECELLIER.md"
ED06285,B44136703,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/07-ABCDHFGIJKLABCDEFGHJKL.md"
ED06286,B44136704,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/08-INTEGRACVMR.md"
ED06287,B44136705,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/09-FREESHEDMOR.md"
ED06288,B44136706,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/10-ABCDEFGHKLMORVXYZEabcdex&α.md"
ED06289,B44136707,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/100-ABCD!EFGIIJIIMNOPQ!!RSTU!VXXYZECE$1234567890$!.md"
ED06290,B44136708,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/101-ABCDEFGHIJKLMNOPORSTUVWXYZ&.md"
ED06291,B44136709,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/102-ABCDEFGHIJKLMNOPORSTUVWXYZ&&&abcdefghijklmnopqrstuvwxyzo0000.md"
ED06292,B44136710,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/103-ABCDEFGHIJKLMNOPQRSTUVWXYZ&abcdefghijklmnopqrstuvwxyz1234567.md"
ED06293,B44136711,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/104-ABCDEFGHIJKLMNOPQRSTUVWXYZ&&&.md"
ED06294,B44136712,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/105-ABCDEFGHIJKLMNOPQRSTUVWXYZO&&&abcdefghijklmnopqrstuvwxyz0001.md"
ED06295,B44136713,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/106-ABCDEFGHIJKLMNOPQ!RSTUVWXYZ&123456789Oabcdefghijklmnopqrstuv.md"
ED06296,B44136714,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/107-ABCDEFGHIJKLMNOPQRSTUV!WXYZ&1234567890Sabcdefghijklmnopqrstu.md"
ED06297,B44136715,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/108-ABCDEFGHIJKLMNOPARSTUVWXYZ&I234567890.md"
ED06298,B44136716,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/109-ABCDEFGHIJKLMNOPQRSTUVWXYZ&124567890$ abcdefghijklmnopqrstuv.md"
ED06299,B44136717,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/11-ASBGCE.md"
ED06300,B44136718,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/110-ABCDEF$GHIJKLIMNOPQRSTUVWIXYZ&1234567890.md"
ED06301,B44136719,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/111-ABCDEFGHIJKLMNOPQRSTUVWXYZ&&&1234567890$1.md"
ED06302,B44136720,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/112-ABCDEFGHIJKLMNOPORSTUVWXYZ&&1234567890.md"
ED06303,B44136721,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/113-ABCDEFGHIJILMINOPQRSTUVWXYZ&T123456789001.md"
ED06304,B44136722,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/114-ABCDEFGHIJKLMNOPQ!RSTUVWXYZ&.md"
ED06305,B44136723,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/115-ABCDEFGHIJKLMNOPQRSTUVWXYZ&abcdefghijklmnopqrstuvwxyz fiffl.md"
ED06306,B44136724,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/116-ABCDEFGHIJKLMNOPQRSTUVWXYZ.md"
ED06307,B44136725,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/117-ABCDEFGHIJK&LMNOPQRSTUVWXYZ.md"
ED06308,B44136726,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/118-ABCDEFGHIJKLMNOPQRSTUVWXYZ&&000123456789.md"
ED06309,B44136727,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/119-ABCDEFGHIJKLMNOPQRSTUVWXYZ&E.md"
ED06310,B44136728,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/12-PEar4.md"
ED06311,B44136729,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/120-ABCDEFGHIJKLMNOPORSTUVWXYZ&.md"
ED06312,B44136730,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/121-567890Ssabederhiklm.md"
ED06313,B44136731,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/122-ABCDEFGHIJKLMNOPORSTUVWXYZO.md"
ED06314,B44136732,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/123-ABCDEFGHIJKLMNOPORSTUVWXYZ&I234567890S.md"
ED06315,B44136733,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/124-ABCOEFGIIIJIZIIIINOOASTWWXY2XI$112345678901.md"
ED06316,B44136734,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/125-ABCDEFGHIJKLMN!OPORSTUVWXYZ&!.md"
ED06317,B44136735,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/126-ABCDEFGHIJKLMN!OPQRSTUVW!XYZ&&.md"
ED06318,B44136736,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/127-ABCDEFGHIJKLMNOPORSTUVWXYZ&01234567890S.md"
ED06319,B44136737,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/128-ABCDEFGHIJKLMNOPORSTOVWXYZE&&&.md"
ED06320,B44136738,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/129-ABCDEFGHIJ!KLMNOPQRSTUYWXYZ&123456!7890$.md"
ED06321,B44136739,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/13-HORNGAEBakuHINZERAIACTIONTRAKEHLPEOTDTEJOBAMChoisyCORPSPoste.md"
ED06322,B44136740,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/130-ABCDEFGHIJKL!MNOPQRSTUVWSXYZ1234567890&.md"
ED06323,B44136741,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/131-ABCDEFGHIJKLMNOPQRSTUVWXYZ&!.md"
ED06324,B44136742,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/132-ABCDEFCHIJKLSMNOPQ!RSTUYWXY2&1234567890.md"
ED06325,B44136743,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/133-ABCDEFGHIJKLMNOPORSTUVWXYZ&!.md"
ED06326,B44136744,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/134-ABCDEFGHIJKLMN000PORSTUVWXYZ.md"
ED06327,B44136745,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/135-ABCDEFGHIJKLMNOPORSTUWWXYZ&!.md"
ED06328,B44136746,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/136-ABCDEFGHIJKLMNOPORSTUVWXYZ&1234567890S.md"
ED06329,B44136747,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/137-ABCDEFGHIJKLMNOPQRSTUVWXYZ&1234567890$abcdefghijklmnopqrstuv.md"
ED06330,B44136748,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/138-ABCDEFGHIJKLMNOPRS!TUVWXYZ&.md"
ED06331,B44136749,1977,1977,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/139-ABCDEFGHIJKLMNOPQRSTUV!WXYZ&.md"
